	identifier	file	clip	clip_soft	scale	sum_stat	strand_pair	description
6459	ENCFF507FAA+	/home/drk/tillage/datasets/human/rna/encode/ENCSR106SZN/summary/coverage+.w5	768	384	0.3	sum_sqrt	6460	RNA:spleen tissue male adult (54 years)
6460	ENCFF507FAA-	/home/drk/tillage/datasets/human/rna/encode/ENCSR106SZN/summary/coverage-.w5	768	384	0.3	sum_sqrt	6459	RNA:spleen tissue male adult (54 years)
6461	ENCFF136YVC+	/home/drk/tillage/datasets/human/rna/encode/ENCSR108MAU/summary/coverage+.w5	768	384	0.3	sum_sqrt	6462	RNA:suprapubic skin tissue male adult (54 years)
6462	ENCFF136YVC-	/home/drk/tillage/datasets/human/rna/encode/ENCSR108MAU/summary/coverage-.w5	768	384	0.3	sum_sqrt	6461	RNA:suprapubic skin tissue male adult (54 years)
6463	ENCFF478XYM	/home/drk/tillage/datasets/human/rna/encode/ENCSR108XUM/summary/coverage.w5	768	384	0.3	sum_sqrt	6463	RNA:naive thymus-derived CD4-positive, alpha-beta T cell
6464	ENCFF944XYT+	/home/drk/tillage/datasets/human/rna/encode/ENCSR109IQO/summary/coverage+.w5	768	384	0.3	sum_sqrt	6465	RNA:K562
6465	ENCFF944XYT-	/home/drk/tillage/datasets/human/rna/encode/ENCSR109IQO/summary/coverage-.w5	768	384	0.3	sum_sqrt	6464	RNA:K562
6466	ENCFF417PPZ+	/home/drk/tillage/datasets/human/rna/encode/ENCSR110BDY/summary/coverage+.w5	768	384	0.3	sum_sqrt	6467	RNA:cardiac atrium fibroblast male child (2 years)
6467	ENCFF417PPZ-	/home/drk/tillage/datasets/human/rna/encode/ENCSR110BDY/summary/coverage-.w5	768	384	0.3	sum_sqrt	6466	RNA:cardiac atrium fibroblast male child (2 years)
6468	ENCFF122XJD+	/home/drk/tillage/datasets/human/rna/encode/ENCSR111PSY/summary/coverage+.w5	768	384	0.3	sum_sqrt	6469	RNA:activated T-cell male adult (42 years) treated with 50 U/mL Interleukin-2 for 4 hours, anti-CD3 and anti-CD28 coated beads for 4 hours
6469	ENCFF122XJD-	/home/drk/tillage/datasets/human/rna/encode/ENCSR111PSY/summary/coverage-.w5	768	384	0.3	sum_sqrt	6468	RNA:activated T-cell male adult (42 years) treated with 50 U/mL Interleukin-2 for 4 hours, anti-CD3 and anti-CD28 coated beads for 4 hours
6470	ENCFF823LKJ+	/home/drk/tillage/datasets/human/rna/encode/ENCSR113HQM/summary/coverage+.w5	768	384	0.3	sum_sqrt	6471	RNA:uterus tissue female adult (53 years)
6471	ENCFF823LKJ-	/home/drk/tillage/datasets/human/rna/encode/ENCSR113HQM/summary/coverage-.w5	768	384	0.3	sum_sqrt	6470	RNA:uterus tissue female adult (53 years)
6472	ENCFF385SAC	/home/drk/tillage/datasets/human/rna/encode/ENCSR114LNC/summary/coverage.w5	768	384	0.3	sum_sqrt	6472	RNA:K562 treated with 7.5 nM Vorinostat for 4 hours
6473	ENCFF132EEP	/home/drk/tillage/datasets/human/rna/encode/ENCSR115PIZ/summary/coverage.w5	768	384	0.3	sum_sqrt	6473	RNA:K562 treated with 10 nM Chaetocin for 48 hours
6474	ENCFF767MLU+	/home/drk/tillage/datasets/human/rna/encode/ENCSR118TVR/summary/coverage+.w5	768	384	0.3	sum_sqrt	6475	RNA:epithelial cell of proximal tubule
6475	ENCFF767MLU-	/home/drk/tillage/datasets/human/rna/encode/ENCSR118TVR/summary/coverage-.w5	768	384	0.3	sum_sqrt	6474	RNA:epithelial cell of proximal tubule
6476	ENCFF195SMK	/home/drk/tillage/datasets/human/rna/encode/ENCSR120NEA/summary/coverage.w5	768	384	0.3	sum_sqrt	6476	RNA:adrenal gland tissue female embryo (85 days)
6477	ENCFF996KKA	/home/drk/tillage/datasets/human/rna/encode/ENCSR123ZCX/summary/coverage.w5	768	384	0.3	sum_sqrt	6477	RNA:stomach tissue male embryo (127 days)
6478	ENCFF642WCG	/home/drk/tillage/datasets/human/rna/encode/ENCSR124KOZ/summary/coverage.w5	768	384	0.3	sum_sqrt	6478	RNA:K562 treated with 25 uM Galeterone for 24 hours
6479	ENCFF669XAP	/home/drk/tillage/datasets/human/rna/encode/ENCSR125NGM/summary/coverage.w5	768	384	0.3	sum_sqrt	6479	RNA:left renal cortex interstitium tissue male embryo (105 days)
6480	ENCFF962EZE+	/home/drk/tillage/datasets/human/rna/encode/ENCSR128CYL/summary/coverage+.w5	768	384	0.3	sum_sqrt	6481	RNA:Panc1
6481	ENCFF962EZE-	/home/drk/tillage/datasets/human/rna/encode/ENCSR128CYL/summary/coverage-.w5	768	384	0.3	sum_sqrt	6480	RNA:Panc1
6482	ENCFF310GNU+	/home/drk/tillage/datasets/human/rna/encode/ENCSR129KCJ/summary/coverage+.w5	768	384	0.3	sum_sqrt	6483	RNA:lung tissue female adult (30 years)
6483	ENCFF310GNU-	/home/drk/tillage/datasets/human/rna/encode/ENCSR129KCJ/summary/coverage-.w5	768	384	0.3	sum_sqrt	6482	RNA:lung tissue female adult (30 years)
6484	ENCFF849ELK+	/home/drk/tillage/datasets/human/rna/encode/ENCSR129VBC/summary/coverage+.w5	768	384	0.3	sum_sqrt	6485	RNA:astrocyte
6485	ENCFF849ELK-	/home/drk/tillage/datasets/human/rna/encode/ENCSR129VBC/summary/coverage-.w5	768	384	0.3	sum_sqrt	6484	RNA:astrocyte
6486	ENCFF568EVH+	/home/drk/tillage/datasets/human/rna/encode/ENCSR130TZW/summary/coverage+.w5	768	384	0.3	sum_sqrt	6487	RNA:posterior vena cava tissue female adult (47 years)
6487	ENCFF568EVH-	/home/drk/tillage/datasets/human/rna/encode/ENCSR130TZW/summary/coverage-.w5	768	384	0.3	sum_sqrt	6486	RNA:posterior vena cava tissue female adult (47 years)
6488	ENCFF198IBF+	/home/drk/tillage/datasets/human/rna/encode/ENCSR132VGJ/summary/coverage+.w5	768	384	0.3	sum_sqrt	6489	RNA:Right ventricle myocardium superior tissue male adult (60 years)
6489	ENCFF198IBF-	/home/drk/tillage/datasets/human/rna/encode/ENCSR132VGJ/summary/coverage-.w5	768	384	0.3	sum_sqrt	6488	RNA:Right ventricle myocardium superior tissue male adult (60 years)
6490	ENCFF565QRM+	/home/drk/tillage/datasets/human/rna/encode/ENCSR135IAL/summary/coverage+.w5	768	384	0.3	sum_sqrt	6491	RNA:right lobe of liver tissue female adult (41 years)
6491	ENCFF565QRM-	/home/drk/tillage/datasets/human/rna/encode/ENCSR135IAL/summary/coverage-.w5	768	384	0.3	sum_sqrt	6490	RNA:right lobe of liver tissue female adult (41 years)
6492	ENCFF117HUT+	/home/drk/tillage/datasets/human/rna/encode/ENCSR136WGP/summary/coverage+.w5	768	384	0.3	sum_sqrt	6493	RNA:SK-N-DZ treated with dimethyl sulfoxide for 72 hours
6493	ENCFF117HUT-	/home/drk/tillage/datasets/human/rna/encode/ENCSR136WGP/summary/coverage-.w5	768	384	0.3	sum_sqrt	6492	RNA:SK-N-DZ treated with dimethyl sulfoxide for 72 hours
6494	ENCFF105TXB+	/home/drk/tillage/datasets/human/rna/encode/ENCSR140DCD/summary/coverage+.w5	768	384	0.3	sum_sqrt	6495	RNA:ovary tissue female adult (46 years)
6495	ENCFF105TXB-	/home/drk/tillage/datasets/human/rna/encode/ENCSR140DCD/summary/coverage-.w5	768	384	0.3	sum_sqrt	6494	RNA:ovary tissue female adult (46 years)
6496	ENCFF688KBA	/home/drk/tillage/datasets/human/rna/encode/ENCSR144UVO/summary/coverage.w5	768	384	0.3	sum_sqrt	6496	RNA:muscle of leg tissue male embryo (105 days)
6497	ENCFF477AQU+	/home/drk/tillage/datasets/human/rna/encode/ENCSR146LBD/summary/coverage+.w5	768	384	0.3	sum_sqrt	6498	RNA:vagina tissue female adult (53 years)
6498	ENCFF477AQU-	/home/drk/tillage/datasets/human/rna/encode/ENCSR146LBD/summary/coverage-.w5	768	384	0.3	sum_sqrt	6497	RNA:vagina tissue female adult (53 years)
6499	ENCFF561SVV+	/home/drk/tillage/datasets/human/rna/encode/ENCSR146ZKR/summary/coverage+.w5	768	384	0.3	sum_sqrt	6500	RNA:adrenal gland tissue female adult (30 years)
6500	ENCFF561SVV-	/home/drk/tillage/datasets/human/rna/encode/ENCSR146ZKR/summary/coverage-.w5	768	384	0.3	sum_sqrt	6499	RNA:adrenal gland tissue female adult (30 years)
6501	ENCFF769QDV+	/home/drk/tillage/datasets/human/rna/encode/ENCSR146ZLV/summary/coverage+.w5	768	384	0.3	sum_sqrt	6502	RNA:ovary tissue female adult (59 years)
6502	ENCFF769QDV-	/home/drk/tillage/datasets/human/rna/encode/ENCSR146ZLV/summary/coverage-.w5	768	384	0.3	sum_sqrt	6501	RNA:ovary tissue female adult (59 years)
6503	ENCFF908IDY+	/home/drk/tillage/datasets/human/rna/encode/ENCSR146ZSP/summary/coverage+.w5	768	384	0.3	sum_sqrt	6504	RNA:HFFc6
6504	ENCFF908IDY-	/home/drk/tillage/datasets/human/rna/encode/ENCSR146ZSP/summary/coverage-.w5	768	384	0.3	sum_sqrt	6503	RNA:HFFc6
6505	ENCFF261GFJ+	/home/drk/tillage/datasets/human/rna/encode/ENCSR148SUU/summary/coverage+.w5	768	384	0.3	sum_sqrt	6506	RNA:luminal epithelial cell of mammary gland female adult (22 years)
6506	ENCFF261GFJ-	/home/drk/tillage/datasets/human/rna/encode/ENCSR148SUU/summary/coverage-.w5	768	384	0.3	sum_sqrt	6505	RNA:luminal epithelial cell of mammary gland female adult (22 years)
6507	ENCFF509OMC+	/home/drk/tillage/datasets/human/rna/encode/ENCSR149AHS/summary/coverage+.w5	768	384	0.3	sum_sqrt	6508	RNA:posterior vena cava tissue female adult (59 years)
6508	ENCFF509OMC-	/home/drk/tillage/datasets/human/rna/encode/ENCSR149AHS/summary/coverage-.w5	768	384	0.3	sum_sqrt	6507	RNA:posterior vena cava tissue female adult (59 years)
6509	ENCFF246RCD	/home/drk/tillage/datasets/human/rna/encode/ENCSR150JIX/summary/coverage.w5	768	384	0.3	sum_sqrt	6509	RNA:small intestine tissue female embryo (108 days)
6510	ENCFF359ATD+	/home/drk/tillage/datasets/human/rna/encode/ENCSR150QJY/summary/coverage+.w5	768	384	0.3	sum_sqrt	6511	RNA:subcutaneous adipose tissue tissue female adult (51 years)
6511	ENCFF359ATD-	/home/drk/tillage/datasets/human/rna/encode/ENCSR150QJY/summary/coverage-.w5	768	384	0.3	sum_sqrt	6510	RNA:subcutaneous adipose tissue tissue female adult (51 years)
6512	ENCFF535NFF+	/home/drk/tillage/datasets/human/rna/encode/ENCSR151FXS/summary/coverage+.w5	768	384	0.3	sum_sqrt	6513	RNA:CD8-positive, alpha-beta T cell male adult (21 years)
6513	ENCFF535NFF-	/home/drk/tillage/datasets/human/rna/encode/ENCSR151FXS/summary/coverage-.w5	768	384	0.3	sum_sqrt	6512	RNA:CD8-positive, alpha-beta T cell male adult (21 years)
6514	ENCFF782HFV+	/home/drk/tillage/datasets/human/rna/encode/ENCSR151NGC/summary/coverage+.w5	768	384	0.3	sum_sqrt	6515	RNA:GM12878
6515	ENCFF782HFV-	/home/drk/tillage/datasets/human/rna/encode/ENCSR151NGC/summary/coverage-.w5	768	384	0.3	sum_sqrt	6514	RNA:GM12878
6516	ENCFF259EXX	/home/drk/tillage/datasets/human/rna/encode/ENCSR152BBF/summary/coverage.w5	768	384	0.3	sum_sqrt	6516	RNA:naive thymus-derived CD8-positive, alpha-beta T cell
6517	ENCFF969VXC+	/home/drk/tillage/datasets/human/rna/encode/ENCSR152FDX/summary/coverage+.w5	768	384	0.3	sum_sqrt	6518	RNA:activated naive CD4-positive, alpha-beta T cell male adult (43 years)
6518	ENCFF969VXC-	/home/drk/tillage/datasets/human/rna/encode/ENCSR152FDX/summary/coverage-.w5	768	384	0.3	sum_sqrt	6517	RNA:activated naive CD4-positive, alpha-beta T cell male adult (43 years)
6519	ENCFF296KUU+	/home/drk/tillage/datasets/human/rna/encode/ENCSR154RVC/summary/coverage+.w5	768	384	0.3	sum_sqrt	6520	RNA:H1 and endodermal cell
6520	ENCFF296KUU-	/home/drk/tillage/datasets/human/rna/encode/ENCSR154RVC/summary/coverage-.w5	768	384	0.3	sum_sqrt	6519	RNA:H1 and endodermal cell
6521	ENCFF669TRH+	/home/drk/tillage/datasets/human/rna/encode/ENCSR158KFO/summary/coverage+.w5	768	384	0.3	sum_sqrt	6522	RNA:omental fat pad tissue female adult (51 years)
6522	ENCFF669TRH-	/home/drk/tillage/datasets/human/rna/encode/ENCSR158KFO/summary/coverage-.w5	768	384	0.3	sum_sqrt	6521	RNA:omental fat pad tissue female adult (51 years)
6523	ENCFF900MLZ	/home/drk/tillage/datasets/human/rna/encode/ENCSR158XIJ/summary/coverage.w5	768	384	0.3	sum_sqrt	6523	RNA:thymus tissue female embryo (98 days)
6524	ENCFF664RDQ	/home/drk/tillage/datasets/human/rna/encode/ENCSR159UIB/summary/coverage.w5	768	384	0.3	sum_sqrt	6524	RNA:with multiple sclerosis; naive thymus-derived CD8-positive, alpha-beta T cell
6525	ENCFF881ITI	/home/drk/tillage/datasets/human/rna/encode/ENCSR160UAZ/summary/coverage.w5	768	384	0.3	sum_sqrt	6525	RNA:left renal pelvis tissue male embryo (105 days)
6526	ENCFF219KLR	/home/drk/tillage/datasets/human/rna/encode/ENCSR161RSX/summary/coverage.w5	768	384	0.3	sum_sqrt	6526	RNA:K562 treated with 5 uM MB-3 for 24 hours
6527	ENCFF695GPR+	/home/drk/tillage/datasets/human/rna/encode/ENCSR164OCT/summary/coverage+.w5	768	384	0.3	sum_sqrt	6528	RNA:NCI-H460
6528	ENCFF695GPR-	/home/drk/tillage/datasets/human/rna/encode/ENCSR164OCT/summary/coverage-.w5	768	384	0.3	sum_sqrt	6527	RNA:NCI-H460
6529	ENCFF179DDD	/home/drk/tillage/datasets/human/rna/encode/ENCSR165EQJ/summary/coverage.w5	768	384	0.3	sum_sqrt	6529	RNA:K562 treated with 5 uM MB-3 for 4 hours
6530	ENCFF013IKJ+	/home/drk/tillage/datasets/human/rna/encode/ENCSR165QTZ/summary/coverage+.w5	768	384	0.3	sum_sqrt	6531	RNA:pancreas tissue female adult (61 years)
6531	ENCFF013IKJ-	/home/drk/tillage/datasets/human/rna/encode/ENCSR165QTZ/summary/coverage-.w5	768	384	0.3	sum_sqrt	6530	RNA:pancreas tissue female adult (61 years)
6532	ENCFF681MQA	/home/drk/tillage/datasets/human/rna/encode/ENCSR166IFS/summary/coverage.w5	768	384	0.3	sum_sqrt	6532	RNA:WTC11 genetically modified (insertion) using TALEN inserting M. musculus Neurog2
6533	ENCFF686YTX+	/home/drk/tillage/datasets/human/rna/encode/ENCSR166QLP/summary/coverage+.w5	768	384	0.3	sum_sqrt	6534	RNA:HT1080 cytosolic fraction
6534	ENCFF686YTX-	/home/drk/tillage/datasets/human/rna/encode/ENCSR166QLP/summary/coverage-.w5	768	384	0.3	sum_sqrt	6533	RNA:HT1080 cytosolic fraction
6535	ENCFF995NEF	/home/drk/tillage/datasets/human/rna/encode/ENCSR167NUS/summary/coverage.w5	768	384	0.3	sum_sqrt	6535	RNA:naive thymus-derived CD8-positive, alpha-beta T cell
6536	ENCFF992HAP+	/home/drk/tillage/datasets/human/rna/encode/ENCSR168PXI/summary/coverage+.w5	768	384	0.3	sum_sqrt	6537	RNA:mesothelial cell of epicardium
6537	ENCFF992HAP-	/home/drk/tillage/datasets/human/rna/encode/ENCSR168PXI/summary/coverage-.w5	768	384	0.3	sum_sqrt	6536	RNA:mesothelial cell of epicardium
6538	ENCFF154TLD	/home/drk/tillage/datasets/human/rna/encode/ENCSR174ESD/summary/coverage.w5	768	384	0.3	sum_sqrt	6538	RNA:muscle of leg tissue male embryo (113 days)
6539	ENCFF199BDG	/home/drk/tillage/datasets/human/rna/encode/ENCSR175CNQ/summary/coverage.w5	768	384	0.3	sum_sqrt	6539	RNA:thymus tissue male embryo (97 days)
6540	ENCFF060EGL+	/home/drk/tillage/datasets/human/rna/encode/ENCSR176FKY/summary/coverage+.w5	768	384	0.3	sum_sqrt	6541	RNA:trophoblast tissue male embryo (38 weeks)
6541	ENCFF060EGL-	/home/drk/tillage/datasets/human/rna/encode/ENCSR176FKY/summary/coverage-.w5	768	384	0.3	sum_sqrt	6540	RNA:trophoblast tissue male embryo (38 weeks)
6542	ENCFF817FWU	/home/drk/tillage/datasets/human/rna/encode/ENCSR176WMG/summary/coverage.w5	768	384	0.3	sum_sqrt	6542	RNA:right lung tissue male embryo (96 days)
6543	ENCFF014YFU+	/home/drk/tillage/datasets/human/rna/encode/ENCSR177XCG/summary/coverage+.w5	768	384	0.3	sum_sqrt	6544	RNA:CD4-positive, alpha-beta memory T cell male adult (43 years)
6544	ENCFF014YFU-	/home/drk/tillage/datasets/human/rna/encode/ENCSR177XCG/summary/coverage-.w5	768	384	0.3	sum_sqrt	6543	RNA:CD4-positive, alpha-beta memory T cell male adult (43 years)
6545	ENCFF581ZGH+	/home/drk/tillage/datasets/human/rna/encode/ENCSR181ZGR/summary/coverage+.w5	768	384	0.3	sum_sqrt	6546	RNA:HepG2
6546	ENCFF581ZGH-	/home/drk/tillage/datasets/human/rna/encode/ENCSR181ZGR/summary/coverage-.w5	768	384	0.3	sum_sqrt	6545	RNA:HepG2
6547	ENCFF741HPN+	/home/drk/tillage/datasets/human/rna/encode/ENCSR182CBU/summary/coverage+.w5	768	384	0.3	sum_sqrt	6548	RNA:esophagus muscularis mucosa tissue male adult (37 years)
6548	ENCFF741HPN-	/home/drk/tillage/datasets/human/rna/encode/ENCSR182CBU/summary/coverage-.w5	768	384	0.3	sum_sqrt	6547	RNA:esophagus muscularis mucosa tissue male adult (37 years)
6549	ENCFF837ZJA+	/home/drk/tillage/datasets/human/rna/encode/ENCSR184LTL/summary/coverage+.w5	768	384	0.3	sum_sqrt	6550	RNA:mucosa of descending colon tissue female adult (61 years)
6550	ENCFF837ZJA-	/home/drk/tillage/datasets/human/rna/encode/ENCSR184LTL/summary/coverage-.w5	768	384	0.3	sum_sqrt	6549	RNA:mucosa of descending colon tissue female adult (61 years)
6551	ENCFF542TGZ+	/home/drk/tillage/datasets/human/rna/encode/ENCSR185TQB/summary/coverage+.w5	768	384	0.3	sum_sqrt	6552	RNA:aorta tissue female adult (41 years)
6552	ENCFF542TGZ-	/home/drk/tillage/datasets/human/rna/encode/ENCSR185TQB/summary/coverage-.w5	768	384	0.3	sum_sqrt	6551	RNA:aorta tissue female adult (41 years)
6553	ENCFF046XIT+	/home/drk/tillage/datasets/human/rna/encode/ENCSR192NBO/summary/coverage+.w5	768	384	0.3	sum_sqrt	6554	RNA:fibroblast of breast female adult (17 years)
6554	ENCFF046XIT-	/home/drk/tillage/datasets/human/rna/encode/ENCSR192NBO/summary/coverage-.w5	768	384	0.3	sum_sqrt	6553	RNA:fibroblast of breast female adult (17 years)
6555	ENCFF371QSS+	/home/drk/tillage/datasets/human/rna/encode/ENCSR194HVU/summary/coverage+.w5	768	384	0.3	sum_sqrt	6556	RNA:spleen tissue female adult (51 years)
6556	ENCFF371QSS-	/home/drk/tillage/datasets/human/rna/encode/ENCSR194HVU/summary/coverage-.w5	768	384	0.3	sum_sqrt	6555	RNA:spleen tissue female adult (51 years)
6557	ENCFF574YPE	/home/drk/tillage/datasets/human/rna/encode/ENCSR195JRH/summary/coverage.w5	768	384	0.3	sum_sqrt	6557	RNA:K562 treated with 5 uM JQ1 for 12 hours
6558	ENCFF826YBE+	/home/drk/tillage/datasets/human/rna/encode/ENCSR196ARY/summary/coverage+.w5	768	384	0.3	sum_sqrt	6559	RNA:fibroblast of breast female adult (26 years)
6559	ENCFF826YBE-	/home/drk/tillage/datasets/human/rna/encode/ENCSR196ARY/summary/coverage-.w5	768	384	0.3	sum_sqrt	6558	RNA:fibroblast of breast female adult (26 years)
6560	ENCFF424DIT+	/home/drk/tillage/datasets/human/rna/encode/ENCSR198QAJ/summary/coverage+.w5	768	384	0.3	sum_sqrt	6561	RNA:middle frontal area 46 tissue female adult (90 or above years)
6561	ENCFF424DIT-	/home/drk/tillage/datasets/human/rna/encode/ENCSR198QAJ/summary/coverage-.w5	768	384	0.3	sum_sqrt	6560	RNA:middle frontal area 46 tissue female adult (90 or above years)
6562	ENCFF346QDJ+	/home/drk/tillage/datasets/human/rna/encode/ENCSR198TKA/summary/coverage+.w5	768	384	0.3	sum_sqrt	6563	RNA:mesangial cell NONE and female embryo (21 weeks)
6563	ENCFF346QDJ-	/home/drk/tillage/datasets/human/rna/encode/ENCSR198TKA/summary/coverage-.w5	768	384	0.3	sum_sqrt	6562	RNA:mesangial cell NONE and female embryo (21 weeks)
6564	ENCFF117JSP+	/home/drk/tillage/datasets/human/rna/encode/ENCSR201WVA/summary/coverage+.w5	768	384	0.3	sum_sqrt	6565	RNA:SK-MEL-5 nuclear fraction
6565	ENCFF117JSP-	/home/drk/tillage/datasets/human/rna/encode/ENCSR201WVA/summary/coverage-.w5	768	384	0.3	sum_sqrt	6564	RNA:SK-MEL-5 nuclear fraction
6566	ENCFF290PRJ+	/home/drk/tillage/datasets/human/rna/encode/ENCSR201XOZ/summary/coverage+.w5	768	384	0.3	sum_sqrt	6567	RNA:adrenal gland tissue female child (16 years)
6567	ENCFF290PRJ-	/home/drk/tillage/datasets/human/rna/encode/ENCSR201XOZ/summary/coverage-.w5	768	384	0.3	sum_sqrt	6566	RNA:adrenal gland tissue female child (16 years)
6568	ENCFF767NPP+	/home/drk/tillage/datasets/human/rna/encode/ENCSR202OWR/summary/coverage+.w5	768	384	0.3	sum_sqrt	6569	RNA:colonic mucosa tissue female adult (41 years)
6569	ENCFF767NPP-	/home/drk/tillage/datasets/human/rna/encode/ENCSR202OWR/summary/coverage-.w5	768	384	0.3	sum_sqrt	6568	RNA:colonic mucosa tissue female adult (41 years)
6570	ENCFF693TJD	/home/drk/tillage/datasets/human/rna/encode/ENCSR204XBB/summary/coverage.w5	768	384	0.3	sum_sqrt	6570	RNA:renal pelvis tissue female embryo (105 days)
6571	ENCFF117CTU	/home/drk/tillage/datasets/human/rna/encode/ENCSR206KFV/summary/coverage.w5	768	384	0.3	sum_sqrt	6571	RNA:K562 treated with 25 uM Galeterone for 4 hours
6572	ENCFF259TIE	/home/drk/tillage/datasets/human/rna/encode/ENCSR211CKX/summary/coverage.w5	768	384	0.3	sum_sqrt	6572	RNA:with multiple sclerosis; naive thymus-derived CD8-positive, alpha-beta T cell
6573	ENCFF064TTU	/home/drk/tillage/datasets/human/rna/encode/ENCSR212AMA/summary/coverage.w5	768	384	0.3	sum_sqrt	6573	RNA:kidney tissue female embryo (105 days)
6574	ENCFF772RIQ	/home/drk/tillage/datasets/human/rna/encode/ENCSR214NBT/summary/coverage.w5	768	384	0.3	sum_sqrt	6574	RNA:CD4-positive, CD25-positive, alpha-beta regulatory T cell
6575	ENCFF648RBX	/home/drk/tillage/datasets/human/rna/encode/ENCSR222IGR/summary/coverage.w5	768	384	0.3	sum_sqrt	6575	RNA:left lung tissue male embryo (96 days)
6576	ENCFF057IIF	/home/drk/tillage/datasets/human/rna/encode/ENCSR223DWL/summary/coverage.w5	768	384	0.3	sum_sqrt	6576	RNA:K562 treated with 10 nM Bortezomib for 48 hours
6577	ENCFF470OCI+	/home/drk/tillage/datasets/human/rna/encode/ENCSR224HFZ/summary/coverage+.w5	768	384	0.3	sum_sqrt	6578	RNA:myoepithelial cell of mammary gland female adult (22 years)
6578	ENCFF470OCI-	/home/drk/tillage/datasets/human/rna/encode/ENCSR224HFZ/summary/coverage-.w5	768	384	0.3	sum_sqrt	6577	RNA:myoepithelial cell of mammary gland female adult (22 years)
6579	ENCFF103EZF+	/home/drk/tillage/datasets/human/rna/encode/ENCSR226KML/summary/coverage+.w5	768	384	0.3	sum_sqrt	6580	RNA:right lobe of liver tissue female adult (53 years)
6580	ENCFF103EZF-	/home/drk/tillage/datasets/human/rna/encode/ENCSR226KML/summary/coverage-.w5	768	384	0.3	sum_sqrt	6579	RNA:right lobe of liver tissue female adult (53 years)
6581	ENCFF367DUO	/home/drk/tillage/datasets/human/rna/encode/ENCSR229JRA/summary/coverage.w5	768	384	0.3	sum_sqrt	6581	RNA:thymus tissue female embryo (113 days)
6582	ENCFF128YXB+	/home/drk/tillage/datasets/human/rna/encode/ENCSR229LFK/summary/coverage+.w5	768	384	0.3	sum_sqrt	6583	RNA:right lobe of liver tissue female child (16 years)
6583	ENCFF128YXB-	/home/drk/tillage/datasets/human/rna/encode/ENCSR229LFK/summary/coverage-.w5	768	384	0.3	sum_sqrt	6582	RNA:right lobe of liver tissue female child (16 years)
6584	ENCFF401TVK	/home/drk/tillage/datasets/human/rna/encode/ENCSR230KVL/summary/coverage.w5	768	384	0.3	sum_sqrt	6584	RNA:naive thymus-derived CD8-positive, alpha-beta T cell
6585	ENCFF155PJH+	/home/drk/tillage/datasets/human/rna/encode/ENCSR233IJT/summary/coverage+.w5	768	384	0.3	sum_sqrt	6586	RNA:astrocyte
6586	ENCFF155PJH-	/home/drk/tillage/datasets/human/rna/encode/ENCSR233IJT/summary/coverage-.w5	768	384	0.3	sum_sqrt	6585	RNA:astrocyte
6587	ENCFF625DRX+	/home/drk/tillage/datasets/human/rna/encode/ENCSR236OON/summary/coverage+.w5	768	384	0.3	sum_sqrt	6588	RNA:adipose tissue tissue female adult (63 years)
6588	ENCFF625DRX-	/home/drk/tillage/datasets/human/rna/encode/ENCSR236OON/summary/coverage-.w5	768	384	0.3	sum_sqrt	6587	RNA:adipose tissue tissue female adult (63 years)
6589	ENCFF312VKB	/home/drk/tillage/datasets/human/rna/encode/ENCSR236URT/summary/coverage.w5	768	384	0.3	sum_sqrt	6589	RNA:smooth muscle cell originated from H9
6590	ENCFF837FLM+	/home/drk/tillage/datasets/human/rna/encode/ENCSR238ZZD/summary/coverage+.w5	768	384	0.3	sum_sqrt	6591	RNA:thyroid gland tissue female adult (53 years)
6591	ENCFF837FLM-	/home/drk/tillage/datasets/human/rna/encode/ENCSR238ZZD/summary/coverage-.w5	768	384	0.3	sum_sqrt	6590	RNA:thyroid gland tissue female adult (53 years)
6592	ENCFF641YCY	/home/drk/tillage/datasets/human/rna/encode/ENCSR239BBI/summary/coverage.w5	768	384	0.3	sum_sqrt	6592	RNA:muscle of back tissue female embryo (85 days)
6593	ENCFF008UXK+	/home/drk/tillage/datasets/human/rna/encode/ENCSR240JQW/summary/coverage+.w5	768	384	0.3	sum_sqrt	6594	RNA:activated CD8-positive, alpha-beta memory T cell male adult (30 years)
6594	ENCFF008UXK-	/home/drk/tillage/datasets/human/rna/encode/ENCSR240JQW/summary/coverage-.w5	768	384	0.3	sum_sqrt	6593	RNA:activated CD8-positive, alpha-beta memory T cell male adult (30 years)
6595	ENCFF503NGO+	/home/drk/tillage/datasets/human/rna/encode/ENCSR244HHV/summary/coverage+.w5	768	384	0.3	sum_sqrt	6596	RNA:placenta tissue male embryo
6596	ENCFF503NGO-	/home/drk/tillage/datasets/human/rna/encode/ENCSR244HHV/summary/coverage-.w5	768	384	0.3	sum_sqrt	6595	RNA:placenta tissue male embryo
6597	ENCFF403DKN+	/home/drk/tillage/datasets/human/rna/encode/ENCSR244ISQ/summary/coverage+.w5	768	384	0.3	sum_sqrt	6598	RNA:neural progenitor cell originated from H9
6598	ENCFF403DKN-	/home/drk/tillage/datasets/human/rna/encode/ENCSR244ISQ/summary/coverage-.w5	768	384	0.3	sum_sqrt	6597	RNA:neural progenitor cell originated from H9
6599	ENCFF908VIH+	/home/drk/tillage/datasets/human/rna/encode/ENCSR245ATJ/summary/coverage+.w5	768	384	0.3	sum_sqrt	6600	RNA:HepG2
